node,cluster,x,y
HarrySpoelstra,2,-36.236942,56.77505
HaryaxPathak,1,3.718777,19.394125
HasanHussain07,2,-36.390934,57.58232
HawaiiECoupons1,2,-8.669642,46.59336
HazariNews,1,9.641526,5.5777197
HeadlineKwt,2,-36.513206,56.79867
HealthSite4U,1,-10.12888,10.27237
HealthcareAgg,2,-36.438694,57.377487
HealthierIT,0,-9.398487,-6.7542124
HealthwireMedia,2,-34.598537,58.99351
Healthyproduct0,0,4.6043754,-21.881699
HelixBioPharma,2,-34.923073,58.703686
Helluva87007714,1,-8.43859,19.003468
Henriklubo,1,-6.949537,11.736315
Hervorrager,2,-35.53072,57.63936
HezronMunyakin,0,3.9391003,-7.3335533
HiJCP,0,-9.976361,-7.4396653
HighLordSheriff,0,4.078688,-23.665808
HighfieldsUK,2,-34.22386,57.6287
HillCountryAA,2,-36.22871,57.019035
