node,cluster,x,y
AishathEasha,0,14.509156,4.9489
Aisyy1101,0,13.241166,-0.91819143
AjHenreid,0,13.633212,3.6907296
AjaxBhat1,1,0.18962772,10.601965
Ajaygolmalgobi,0,12.8918,-6.279818
AkashRe69562063,0,14.664648,4.683918
Akazo,1,2.8143098,3.5926297
AkelaPink,0,4.1472187,19.542873
AkilaSR,0,5.310742,4.773173
AkirNaseruddin,0,11.611479,12.450633
AkronosM,1,1.9324615,3.9549325
Akshai_Mathur,1,3.471803,-9.677281
Akshat_70,1,3.5666077,4.4659886
Akshyat_013,0,13.111216,-7.0498857
AkyeTchoyasso,0,12.048601,-18.485117
AlArabiya_Eng,0,12.342686,-5.9124317
AlBarakaPak,0,13.861824,4.6182327
AlCocan,1,-5.5263968,-1.4209489
AladwaaOnline,1,-5.4404235,-1.7055814
Alagai,1,-5.4853845,-1.7993827
Alain_Grangeret,1,2.2747092,-17.981125
Alan010695,1,-5.923335,-2.236391
AlanCon30423820,1,-9.624999,8.541007
AlanSha50343350,0,7.2699895,18.425615
AlanTonelson,0,12.488012,-5.8729987
Alantburn,1,2.2592757,-17.99637
AlarmChina,1,3.86696,-10.002957
AlaskaPackard,0,15.696685,-8.846532
AlbanoEa,1,2.1488514,3.6132104
AlbertAngeloLC,1,-5.9865947,-1.676845
AlbertDeAscenti,1,-4.7136984,-1.6185865
AlbertRiehle,1,-5.1633086,-1.0182798
AlbertoNatta,1,-5.6616955,-2.1762388
Aldamir,0,14.670383,5.6838183
AldoLema_uy,0,13.433101,-7.259855
Aleron_1974,0,24.55958,2.9690104
AlexBerenson,0,5.1193657,7.341821
AlexBirginG,0,19.537428,-7.677073
AlexDaviesJones,1,-5.909413,-2.2899287
AlexGametudi,0,11.4351,0.17068131
AlexInAir,1,-5.703541,-2.3845356
AlexKOliver,0,15.71294,-8.839533
AlexKadolph,1,2.8355742,4.5139923
AlexLadino,0,13.081986,2.784034
AlexMoosePerez,0,5.37283,7.27903
AlexNowrasteh,1,-6.2483473,-1.9423449
AlexRivera12121,1,0.41002595,10.928782
AlexWitzleben,0,12.008,-6.5115867
AlexZ80365313,1,3.9290354,4.782415
Alex_Avalon777,0,12.226228,-6.2643633
Alexand64216517,0,24.56413,2.9645276
AlexanderGrom20,0,4.639045,3.402916
AlexandraGrati,1,6.8295283,-15.124335
Alexei_fr,1,-6.1988716,-2.6066525
AlexisV76,1,-5.4165626,-1.1156664
Alexismyres__,0,14.845557,2.7478178
AlfieTurner2,0,4.610796,4.622776
AlgarveTravel,0,13.721313,4.7932343
AliAdair22,1,-13.083243,1.4612234
AliAvanti82,1,1.9162266,3.1188993
AliHMokdad,0,14.109916,3.969778
AliRacaniere,1,-5.3358297,-0.8051298
AliYigit_at,0,15.957975,-0.034895595
Ali_Shahid5,0,13.529405,3.7589488
Alice01882268,1,-6.008842,-1.7518526
Alice15112726,0,19.467363,1.8007741
Alice74904595,0,13.435894,-7.1090198
AliceLipowicz,0,13.236394,-6.6411786
AliciaLisaGrag2,0,14.691865,0.9674773
AlieDevaliere,0,5.224272,7.573905
AlimustafaLash4,1,1.0310293,10.868292
AlisaDMay,1,-6.360986,-1.8584205
AlisoNJMutler,1,-6.655574,-1.3927519
Alive_Beehive,0,4.1958427,19.494379
All435Reps,1,-4.9397664,-2.3108056
AllNews34054547,0,15.96858,-0.041666105
AllPointsWestBC,0,14.260694,5.166826
AllRepublicans,0,4.64912,3.409057
AllanPreston,0,14.822343,4.950111
AllanSusanwil,1,6.744183,-15.054447
AllenBrigden,1,0.185509,10.876363
AllenFrancesMD,1,-5.4290075,-1.9432582
Alleninvest,1,6.6818094,-14.82248
AlliantQuality,0,5.133777,7.647162
AllieC9,0,14.34563,17.140463
Allied_MR,0,14.426901,4.32304
Allisa35117611,1,-5.9330935,-2.8309424
AllisonSabino,1,1.923831,4.493987
Allisson_Urueta,1,-5.978215,-2.2076414
Allykurtun,0,14.398961,5.210369
AlmanacNews,1,-4.632758,-1.1383901
Almutairi_Adel1,1,-5.6645575,-0.6587424
AloCujae,0,24.558908,2.969671
AlondraAmazon,0,11.424843,13.009713
AloneBoyz_,1,4.5749454,-2.8159106
AlphaBioLabs,1,-4.93246,-0.8526178
AlphaDaemon,1,-0.40444577,16.646261
Alpha_Bronze,0,13.385278,-7.216359
Alphaa296,0,11.704786,12.89188
Alsakal77,0,19.745148,7.9579725
Altoviola_,1,-5.585407,-2.7136033
AltuntangH,1,0.122775085,10.913183
AlturaStudies,1,4.300428,4.602177
Alveolus1023,1,-6.2805886,-1.6812578
AlwaysYellow4,0,4.199865,19.490465
AlwaystrumpOrg,0,4.9871325,7.03477
AlyNaseer1,1,-6.5343847,-2.0664983
Alyssa89942393,1,-5.0852337,-1.4325036
AmBestmanBuka,1,4.5748425,-2.815448
AmChamCZ,1,3.9197884,4.77738
AmadorMorales8,1,6.8493743,-15.076669
AmalHamiche,1,0.5217886,9.718778
AmalinRaziiii,0,11.8094425,13.200293
AmanJai58195403,1,3.5880148,4.4920707
AmandaFBelfast,1,-1.0160875,3.4989119
AmandaH44537365,0,12.388438,-4.273017
AmanthaP,1,-5.5495176,-2.2128816
AmbLiuXiaoMing,1,3.4680202,-9.806754
AmberNightinga3,1,-6.629578,-1.0685468
AmbitiousAutism,0,12.921653,0.9251853
Ambulantaje,1,0.54910207,11.0552225
