node,cluster,x,y
Akuma99738683,0,-1.2864447,3.921704
AlAwadhi_H,1,10.930191,-2.5596166
AlB00s,1,10.9253,-2.4824355
AlK3bi_M,1,10.407256,-1.8471246
AlMurshedAdvoc1,1,11.302236,-2.2120404
AlQayedi_uae,1,10.44037,-2.3300388
AlShamsi3300,1,11.491376,-2.1501575
AlShehhiSara,1,11.442168,-1.8575902
AlWaghlissi,1,10.51064,-2.0080233
Al_AndaluZ,0,-0.3460201,6.01826
AlajiBo,1,10.935749,-2.756069
AlakazamNDD,0,-1.0697776,4.5637984
AlamExcl,1,11.508238,-1.9916283
AlanCon30423820,9,18.452616,0.21995759
AlanFrankStewa1,3,-4.143938,-11.812685
Alansmi95231703,4,9.665542,15.964883
AlayandeB,0,-1.0414636,5.0183196
Albadi6H,1,10.57992,-1.9367265
Albanna_MD,1,10.653585,-2.1935275
AlberoBella_NY,3,-3.9881084,-11.983866
Albert13184287,1,4.5168886,-2.661741
Alberto91904592,0,0.3132176,5.517859
AlbertoBBragado,0,1.2493122,4.911844
AlbertoPardoB,0,-2.9017358,4.237277
Alborok75,0,1.0503553,4.9599233
AlbortEinstone,0,-1.8160628,3.641606
AlcalaAmbrocio,0,-0.60695565,7.243881
Alchemy363,0,-0.8765786,4.9009
AleJoseBermudez,0,-1.9485635,5.4966197
AlecBjornsen,1,4.505731,-2.6990893
AlecGaythonXXX,0,-2.268999,5.85142
Alecrion,2,-11.655202,4.6115384
AleexRendon,0,-2.905912,4.997707
Aleey_Aleey,1,11.51387,-2.2088995
AlekaRichmond,0,-0.6074257,4.0987844
AlekzandrFranko,0,-2.4027193,4.5775447
Alelacachaca,3,-4.2790513,-11.860575
Aleron_1974,7,-5.174019,17.178179
Alew430,0,-1.3683556,3.405696
AlexBender7,0,-0.6448851,4.876281
AlexC80567960,1,6.3834004,-3.2900524
AlexCan83126283,0,-1.6850985,5.466577
AlexDLevin,2,-11.588397,4.463079
AlexDelano,0,-2.3054914,4.8317127
AlexFirer,0,-2.973163,3.5712254
AlexKJanssen,2,-11.626006,4.470254
AlexMoosePerez,2,-11.914437,4.7223907
AlexRushing13,1,4.5941577,-2.651907
AlexSElliot,0,-1.3763899,6.5214887
AlexShannon,0,-1.0375586,5.5568204
Alex_Rozar,0,-0.2742108,6.545574
AlexaCLee,0,-1.8243881,5.496176
Alexand09316023,0,-1.5755265,5.765005
Alexand64216517,7,-5.1752033,17.175718
AlexanderDuan_,0,-1.5033883,7.383426
Alexandre1789,0,-0.7987732,3.177077
AlexandreAyre16,0,-3.2427666,4.8393865
Alexblx,1,6.2939982,-2.2775438
Alexs06424683,0,0.42950267,3.832765
AlexxOfField,0,-1.2008007,3.9267826
Alfafar,0,-0.065247536,6.0030446
Alfajiri5,1,6.9608235,-4.2397213
Alflasi77,1,11.472222,-2.4762266
AlftaraDiana,0,-2.836679,4.6048436
AlhajiPblue,1,11.410114,-2.5487397
Ali79596850,1,5.499639,-3.3866432
AliAdair22,0,-1.7774656,5.2378063
AliAiyubi,1,10.824662,-1.9649584
AliCairns3,1,6.3180437,-2.2871861
AliGujjar004,1,10.5459795,-2.0080888
AliHaid06Pak,0,0.18316314,4.192537
AliMajed13,1,11.041306,-1.9065229
AliRaza16300541,1,11.021318,-1.551444
AliShahdoor,1,11.538681,-1.895195
AliTaha67,1,11.388991,-2.1502676
Ali_Alharbi79,1,10.822097,-2.32521
Ali_Fehmi,1,10.526112,-1.6459491
Ali_Herhito,1,6.36597,-3.2088163
Ali_Sherani1,1,10.724711,-2.1793826
Ali_VIP3,1,11.191077,-2.406206
Alia30425360,1,10.768088,-1.7386831
AliaChughtai,1,10.629926,-2.1684468
AliaHammadi,1,10.911427,-1.8901808
AlialiKhaled8,0,-0.8253844,5.1572804
AliasFluffy,0,-1.1515818,5.079085
Alibumayye,1,11.154555,-1.6447152
Alice00349821,1,10.434725,-1.8819228
AliceBr52829183,0,-1.4948204,6.4979343
AliceBruisevelt,1,8.144589,-4.336927
AliciaHopkins,7,-8.417273,17.444227
AliciaLocus,0,-1.7096394,4.323504
Alicia_A77,0,-2.3413358,5.852917
Alician37553537,0,-2.3957243,4.8429213
Alifrumcally,1,5.819921,-2.014416
Alihassan0753,1,10.959246,-2.2135282
AliiRidge,4,5.1630764,19.652216
Aliikhalil10,0,-0.86070085,5.688049
Alindasong,4,9.666359,15.882698
AliochaMatt,0,-0.8456399,5.4658866
Aliphaire,0,0.7545324,3.769742
AlisaJass,0,-2.6826324,5.933716
AlishaW45240876,1,5.2885942,-2.3096304
Alison34586950,1,6.3697267,-3.3257546
AlisonDeLuca,0,-0.625736,3.1255217
AlisonPower9,0,-2.580391,6.767704
AlisonR61423986,0,-0.0013787174,6.786568
AlisonTaysum,0,0.07601262,6.9808683
AlissaRozner,0,-1.8234135,6.037577
Alive_Beehive,1,11.798931,-6.932511
AljabriJmaal,1,10.742865,-2.767718
Alkali_Mk,1,10.996258,-2.5794616
All435Reps,3,-4.1628933,-11.852874
All4ACT2,0,-1.3737189,7.3459516
AllHeartandHome,0,-1.1074553,3.318009
AllKamala,0,-0.881296,7.075783
AllTheLoveCoco,1,6.9923897,-0.26943967
All_For_Justice,0,-0.64974785,4.2214293
Allahissufficie,1,11.271326,-2.4834454
AllanVoorhis,0,-2.1856537,6.2679896
Allan_Lucky,0,-1.4030192,5.9034047
Allan_Wrestle,0,-1.9611633,4.318007
Allanmoto,1,10.423615,-2.0878778
AllectorB,0,-2.0972793,4.785323
AllegraMi,0,-1.9129996,3.2193053
AllegritaC,3,-4.0624156,-11.6070795
AllenKnoxville,0,-0.91928357,5.828702
Allen_KP5,0,0.35326385,5.591248
