,date,user,is_retweet,is_quote,text,quoted_text,lat,long,hts,mentions,                    tweet_id,likes,retweets,replies,quote_count,original_tweet_id
7523,2020-11-02 16:30:05,CoronaUpdateBot,True,False,"RT @PDChina: An algorithm developed in the US has correctly identified people with #Covid19 only by the sound of their coughs. In tests, it…",,,,,,1323301365645369344,0,0,0,0,1.3233013426104443e+18
7980,2020-11-02 16:35:53,CoronaUpdateBot,True,False,"RT @itvnews: UK Covid-19 death toll increases by 136 and coronavirus cases rise by 18,950 https://t.co/7M5LM8PMqQ",,,,,,1323302824965332992,0,0,0,0,1.3233028021317018e+18
8445,2020-11-02 16:41:38,CoronaUpdateBot,True,False,RT @IrishTimes: Covid-19 and carbs: How coronavirus hides and attaches to cells https://t.co/ZOsnsqsLz1,,,,,,1323304268418330625,0,0,0,0,1.3233042457774572e+18
10995,2020-11-02 15:01:36,CoronaUpdateBot,True,False,RT @CTVNews: What you need to know about the coronavirus outbreak: Live updates on the outbreak and cases of COVID-19 in Canada and around…,,,,,,1323279095195529216,0,0,0,0,1.323279072370266e+18
11164,2020-11-02 15:05:22,CoronaUpdateBot,True,False,"RT @SturmDaniel: Washington, November 2. #COVID19 #COVID__19 #coronavirus 🇺🇸 @welt https://t.co/NVAe9kiru8",,,,COVID19;COVID__19;coronavirus,SturmDaniel;welt,1323280043573850112,0,0,0,0,1.323279691252437e+18
11226,2020-11-02 15:06:38,CoronaUpdateBot,True,False,"RT @indiatvnews: Delhi records 4,001 coronavirus cases; death toll reaches 6,604 | via @IndiaTVNews  #Delhi #coronavirus #COVID19  https://…",,,,Delhi;coronavirus;COVID19,indiatvnews;indiatvnews,1323280361078452225,0,0,0,0,1.3232803383285924e+18
12831,2020-11-02 15:46:44,CoronaUpdateBot,True,False,"RT @ABSCBNNews: PH ON DAY 20 OF BELOW 3,000 COVID-19 CASES IN DAILY TALLY. The health department said the country recorded fewer coronaviru…",,,,,,1323290454876540929,0,0,0,0,1.3232904317156188e+18
12833,2020-11-02 15:46:50,CoronaUpdateBot,True,False,"RT @ABSCBNNews: • Singapore reported only 1 additional COVID-19 case; total recorded cases at 58,020  • Indonesia confirms 2,618 new corona…",,,,,,1323290478704422915,0,0,0,0,1.323290455937708e+18
16309,2020-11-02 16:09:47,CoronaUpdateBot,True,False,RT @alyhdi: Bird flu outbreak confirmed at Kent farm @WHO @alykhansatchu @RiazGilani @DavidNdii @MOH_Kenya @RAbdiAnalyst #COVID19 #coronavi…,,,,,alyhdi;WHO;alykhansatchu;RiazGilani;DavidNdii;MOH_Kenya;RAbdiAnalyst,1323296256433643520,0,0,0,0,1.3232960400329155e+18
17978,2020-11-02 16:26:28,CoronaUpdateBot,True,False,RT @Telegraph: The graphs shown at a press conference on Saturday were out of date and alarmist #coronavirus #COVID19   More here: https://…,,,,coronavirus;COVID19,,1323300452973207557,0,0,0,0,1.3233004296320983e+18
18273,2020-11-02 16:30:05,CoronaUpdateBot,True,False,"RT @PDChina: An algorithm developed in the US has correctly identified people with #Covid19 only by the sound of their coughs. In tests, it…",,,,,,1323301365645369344,0,0,0,0,1.3233013426104443e+18
18730,2020-11-02 16:35:53,CoronaUpdateBot,True,False,"RT @itvnews: UK Covid-19 death toll increases by 136 and coronavirus cases rise by 18,950 https://t.co/7M5LM8PMqQ",,,,,,1323302824965332992,0,0,0,0,1.3233028021317018e+18
19195,2020-11-02 16:41:38,CoronaUpdateBot,True,False,RT @IrishTimes: Covid-19 and carbs: How coronavirus hides and attaches to cells https://t.co/ZOsnsqsLz1,,,,,,1323304268418330625,0,0,0,0,1.3233042457774572e+18
21745,2020-11-02 15:01:36,CoronaUpdateBot,True,False,RT @CTVNews: What you need to know about the coronavirus outbreak: Live updates on the outbreak and cases of COVID-19 in Canada and around…,,,,,,1323279095195529216,0,0,0,0,1.323279072370266e+18
21914,2020-11-02 15:05:22,CoronaUpdateBot,True,False,"RT @SturmDaniel: Washington, November 2. #COVID19 #COVID__19 #coronavirus 🇺🇸 @welt https://t.co/NVAe9kiru8",,,,COVID19;COVID__19;coronavirus,SturmDaniel;welt,1323280043573850112,0,0,0,0,1.323279691252437e+18
21976,2020-11-02 15:06:38,CoronaUpdateBot,True,False,"RT @indiatvnews: Delhi records 4,001 coronavirus cases; death toll reaches 6,604 | via @IndiaTVNews  #Delhi #coronavirus #COVID19  https://…",,,,Delhi;coronavirus;COVID19,indiatvnews;indiatvnews,1323280361078452225,0,0,0,0,1.3232803383285924e+18
23581,2020-11-02 15:46:44,CoronaUpdateBot,True,False,"RT @ABSCBNNews: PH ON DAY 20 OF BELOW 3,000 COVID-19 CASES IN DAILY TALLY. The health department said the country recorded fewer coronaviru…",,,,,,1323290454876540929,0,0,0,0,1.3232904317156188e+18
23583,2020-11-02 15:46:50,CoronaUpdateBot,True,False,"RT @ABSCBNNews: • Singapore reported only 1 additional COVID-19 case; total recorded cases at 58,020  • Indonesia confirms 2,618 new corona…",,,,,,1323290478704422915,0,0,0,0,1.323290455937708e+18
27059,2020-11-02 16:09:47,CoronaUpdateBot,True,False,RT @alyhdi: Bird flu outbreak confirmed at Kent farm @WHO @alykhansatchu @RiazGilani @DavidNdii @MOH_Kenya @RAbdiAnalyst #COVID19 #coronavi…,,,,,alyhdi;WHO;alykhansatchu;RiazGilani;DavidNdii;MOH_Kenya;RAbdiAnalyst,1323296256433643520,0,0,0,0,1.3232960400329155e+18
28728,2020-11-02 16:26:28,CoronaUpdateBot,True,False,RT @Telegraph: The graphs shown at a press conference on Saturday were out of date and alarmist #coronavirus #COVID19   More here: https://…,,,,coronavirus;COVID19,,1323300452973207557,0,0,0,0,1.3233004296320983e+18
29023,2020-11-02 16:30:05,CoronaUpdateBot,True,False,"RT @PDChina: An algorithm developed in the US has correctly identified people with #Covid19 only by the sound of their coughs. In tests, it…",,,,,,1323301365645369344,0,0,0,0,1.3233013426104443e+18
29480,2020-11-02 16:35:53,CoronaUpdateBot,True,False,"RT @itvnews: UK Covid-19 death toll increases by 136 and coronavirus cases rise by 18,950 https://t.co/7M5LM8PMqQ",,,,,,1323302824965332992,0,0,0,0,1.3233028021317018e+18
29945,2020-11-02 16:41:38,CoronaUpdateBot,True,False,RT @IrishTimes: Covid-19 and carbs: How coronavirus hides and attaches to cells https://t.co/ZOsnsqsLz1,,,,,,1323304268418330625,0,0,0,0,1.3233042457774572e+18
32495,2020-11-02 15:01:36,CoronaUpdateBot,True,False,RT @CTVNews: What you need to know about the coronavirus outbreak: Live updates on the outbreak and cases of COVID-19 in Canada and around…,,,,,,1323279095195529216,0,0,0,0,1.323279072370266e+18
32664,2020-11-02 15:05:22,CoronaUpdateBot,True,False,"RT @SturmDaniel: Washington, November 2. #COVID19 #COVID__19 #coronavirus 🇺🇸 @welt https://t.co/NVAe9kiru8",,,,COVID19;COVID__19;coronavirus,SturmDaniel;welt,1323280043573850112,0,0,0,0,1.323279691252437e+18
32726,2020-11-02 15:06:38,CoronaUpdateBot,True,False,"RT @indiatvnews: Delhi records 4,001 coronavirus cases; death toll reaches 6,604 | via @IndiaTVNews  #Delhi #coronavirus #COVID19  https://…",,,,Delhi;coronavirus;COVID19,indiatvnews;indiatvnews,1323280361078452225,0,0,0,0,1.3232803383285924e+18
34331,2020-11-02 15:46:44,CoronaUpdateBot,True,False,"RT @ABSCBNNews: PH ON DAY 20 OF BELOW 3,000 COVID-19 CASES IN DAILY TALLY. The health department said the country recorded fewer coronaviru…",,,,,,1323290454876540929,0,0,0,0,1.3232904317156188e+18
34333,2020-11-02 15:46:50,CoronaUpdateBot,True,False,"RT @ABSCBNNews: • Singapore reported only 1 additional COVID-19 case; total recorded cases at 58,020  • Indonesia confirms 2,618 new corona…",,,,,,1323290478704422915,0,0,0,0,1.323290455937708e+18
37809,2020-11-02 16:09:47,CoronaUpdateBot,True,False,RT @alyhdi: Bird flu outbreak confirmed at Kent farm @WHO @alykhansatchu @RiazGilani @DavidNdii @MOH_Kenya @RAbdiAnalyst #COVID19 #coronavi…,,,,,alyhdi;WHO;alykhansatchu;RiazGilani;DavidNdii;MOH_Kenya;RAbdiAnalyst,1323296256433643520,0,0,0,0,1.3232960400329155e+18
39478,2020-11-02 16:26:28,CoronaUpdateBot,True,False,RT @Telegraph: The graphs shown at a press conference on Saturday were out of date and alarmist #coronavirus #COVID19   More here: https://…,,,,coronavirus;COVID19,,1323300452973207557,0,0,0,0,1.3233004296320983e+18
39773,2020-11-02 16:30:05,CoronaUpdateBot,True,False,"RT @PDChina: An algorithm developed in the US has correctly identified people with #Covid19 only by the sound of their coughs. In tests, it…",,,,,,1323301365645369344,0,0,0,0,1.3233013426104443e+18
40230,2020-11-02 16:35:53,CoronaUpdateBot,True,False,"RT @itvnews: UK Covid-19 death toll increases by 136 and coronavirus cases rise by 18,950 https://t.co/7M5LM8PMqQ",,,,,,1323302824965332992,0,0,0,0,1.3233028021317018e+18
40695,2020-11-02 16:41:38,CoronaUpdateBot,True,False,RT @IrishTimes: Covid-19 and carbs: How coronavirus hides and attaches to cells https://t.co/ZOsnsqsLz1,,,,,,1323304268418330625,0,0,0,0,1.3233042457774572e+18
43245,2020-11-02 15:01:36,CoronaUpdateBot,True,False,RT @CTVNews: What you need to know about the coronavirus outbreak: Live updates on the outbreak and cases of COVID-19 in Canada and around…,,,,,,1323279095195529216,0,0,0,0,1.323279072370266e+18
43414,2020-11-02 15:05:22,CoronaUpdateBot,True,False,"RT @SturmDaniel: Washington, November 2. #COVID19 #COVID__19 #coronavirus 🇺🇸 @welt https://t.co/NVAe9kiru8",,,,COVID19;COVID__19;coronavirus,SturmDaniel;welt,1323280043573850112,0,0,0,0,1.323279691252437e+18
43476,2020-11-02 15:06:38,CoronaUpdateBot,True,False,"RT @indiatvnews: Delhi records 4,001 coronavirus cases; death toll reaches 6,604 | via @IndiaTVNews  #Delhi #coronavirus #COVID19  https://…",,,,Delhi;coronavirus;COVID19,indiatvnews;indiatvnews,1323280361078452225,0,0,0,0,1.3232803383285924e+18
45081,2020-11-02 15:46:44,CoronaUpdateBot,True,False,"RT @ABSCBNNews: PH ON DAY 20 OF BELOW 3,000 COVID-19 CASES IN DAILY TALLY. The health department said the country recorded fewer coronaviru…",,,,,,1323290454876540929,0,0,0,0,1.3232904317156188e+18
45083,2020-11-02 15:46:50,CoronaUpdateBot,True,False,"RT @ABSCBNNews: • Singapore reported only 1 additional COVID-19 case; total recorded cases at 58,020  • Indonesia confirms 2,618 new corona…",,,,,,1323290478704422915,0,0,0,0,1.323290455937708e+18
48559,2020-11-02 16:09:47,CoronaUpdateBot,True,False,RT @alyhdi: Bird flu outbreak confirmed at Kent farm @WHO @alykhansatchu @RiazGilani @DavidNdii @MOH_Kenya @RAbdiAnalyst #COVID19 #coronavi…,,,,,alyhdi;WHO;alykhansatchu;RiazGilani;DavidNdii;MOH_Kenya;RAbdiAnalyst,1323296256433643520,0,0,0,0,1.3232960400329155e+18
50228,2020-11-02 16:26:28,CoronaUpdateBot,True,False,RT @Telegraph: The graphs shown at a press conference on Saturday were out of date and alarmist #coronavirus #COVID19   More here: https://…,,,,coronavirus;COVID19,,1323300452973207557,0,0,0,0,1.3233004296320983e+18
50523,2020-11-02 16:30:05,CoronaUpdateBot,True,False,"RT @PDChina: An algorithm developed in the US has correctly identified people with #Covid19 only by the sound of their coughs. In tests, it…",,,,,,1323301365645369344,0,0,0,0,1.3233013426104443e+18
50980,2020-11-02 16:35:53,CoronaUpdateBot,True,False,"RT @itvnews: UK Covid-19 death toll increases by 136 and coronavirus cases rise by 18,950 https://t.co/7M5LM8PMqQ",,,,,,1323302824965332992,0,0,0,0,1.3233028021317018e+18
51445,2020-11-02 16:41:38,CoronaUpdateBot,True,False,RT @IrishTimes: Covid-19 and carbs: How coronavirus hides and attaches to cells https://t.co/ZOsnsqsLz1,,,,,,1323304268418330625,0,0,0,0,1.3233042457774572e+18
53995,2020-11-02 15:01:36,CoronaUpdateBot,True,False,RT @CTVNews: What you need to know about the coronavirus outbreak: Live updates on the outbreak and cases of COVID-19 in Canada and around…,,,,,,1323279095195529216,0,0,0,0,1.323279072370266e+18
54164,2020-11-02 15:05:22,CoronaUpdateBot,True,False,"RT @SturmDaniel: Washington, November 2. #COVID19 #COVID__19 #coronavirus 🇺🇸 @welt https://t.co/NVAe9kiru8",,,,COVID19;COVID__19;coronavirus,SturmDaniel;welt,1323280043573850112,0,0,0,0,1.323279691252437e+18
54226,2020-11-02 15:06:38,CoronaUpdateBot,True,False,"RT @indiatvnews: Delhi records 4,001 coronavirus cases; death toll reaches 6,604 | via @IndiaTVNews  #Delhi #coronavirus #COVID19  https://…",,,,Delhi;coronavirus;COVID19,indiatvnews;indiatvnews,1323280361078452225,0,0,0,0,1.3232803383285924e+18
55831,2020-11-02 15:46:44,CoronaUpdateBot,True,False,"RT @ABSCBNNews: PH ON DAY 20 OF BELOW 3,000 COVID-19 CASES IN DAILY TALLY. The health department said the country recorded fewer coronaviru…",,,,,,1323290454876540929,0,0,0,0,1.3232904317156188e+18
55833,2020-11-02 15:46:50,CoronaUpdateBot,True,False,"RT @ABSCBNNews: • Singapore reported only 1 additional COVID-19 case; total recorded cases at 58,020  • Indonesia confirms 2,618 new corona…",,,,,,1323290478704422915,0,0,0,0,1.323290455937708e+18
59309,2020-11-02 16:09:47,CoronaUpdateBot,True,False,RT @alyhdi: Bird flu outbreak confirmed at Kent farm @WHO @alykhansatchu @RiazGilani @DavidNdii @MOH_Kenya @RAbdiAnalyst #COVID19 #coronavi…,,,,,alyhdi;WHO;alykhansatchu;RiazGilani;DavidNdii;MOH_Kenya;RAbdiAnalyst,1323296256433643520,0,0,0,0,1.3232960400329155e+18
60978,2020-11-02 16:26:28,CoronaUpdateBot,True,False,RT @Telegraph: The graphs shown at a press conference on Saturday were out of date and alarmist #coronavirus #COVID19   More here: https://…,,,,coronavirus;COVID19,,1323300452973207557,0,0,0,0,1.3233004296320983e+18
61273,2020-11-02 16:30:05,CoronaUpdateBot,True,False,"RT @PDChina: An algorithm developed in the US has correctly identified people with #Covid19 only by the sound of their coughs. In tests, it…",,,,,,1323301365645369344,0,0,0,0,1.3233013426104443e+18
61730,2020-11-02 16:35:53,CoronaUpdateBot,True,False,"RT @itvnews: UK Covid-19 death toll increases by 136 and coronavirus cases rise by 18,950 https://t.co/7M5LM8PMqQ",,,,,,1323302824965332992,0,0,0,0,1.3233028021317018e+18
62195,2020-11-02 16:41:38,CoronaUpdateBot,True,False,RT @IrishTimes: Covid-19 and carbs: How coronavirus hides and attaches to cells https://t.co/ZOsnsqsLz1,,,,,,1323304268418330625,0,0,0,0,1.3233042457774572e+18
64745,2020-11-02 15:01:36,CoronaUpdateBot,True,False,RT @CTVNews: What you need to know about the coronavirus outbreak: Live updates on the outbreak and cases of COVID-19 in Canada and around…,,,,,,1323279095195529216,0,0,0,0,1.323279072370266e+18
64914,2020-11-02 15:05:22,CoronaUpdateBot,True,False,"RT @SturmDaniel: Washington, November 2. #COVID19 #COVID__19 #coronavirus 🇺🇸 @welt https://t.co/NVAe9kiru8",,,,COVID19;COVID__19;coronavirus,SturmDaniel;welt,1323280043573850112,0,0,0,0,1.323279691252437e+18
64976,2020-11-02 15:06:38,CoronaUpdateBot,True,False,"RT @indiatvnews: Delhi records 4,001 coronavirus cases; death toll reaches 6,604 | via @IndiaTVNews  #Delhi #coronavirus #COVID19  https://…",,,,Delhi;coronavirus;COVID19,indiatvnews;indiatvnews,1323280361078452225,0,0,0,0,1.3232803383285924e+18
66581,2020-11-02 15:46:44,CoronaUpdateBot,True,False,"RT @ABSCBNNews: PH ON DAY 20 OF BELOW 3,000 COVID-19 CASES IN DAILY TALLY. The health department said the country recorded fewer coronaviru…",,,,,,1323290454876540929,0,0,0,0,1.3232904317156188e+18
66583,2020-11-02 15:46:50,CoronaUpdateBot,True,False,"RT @ABSCBNNews: • Singapore reported only 1 additional COVID-19 case; total recorded cases at 58,020  • Indonesia confirms 2,618 new corona…",,,,,,1323290478704422915,0,0,0,0,1.323290455937708e+18
70059,2020-11-02 16:09:47,CoronaUpdateBot,True,False,RT @alyhdi: Bird flu outbreak confirmed at Kent farm @WHO @alykhansatchu @RiazGilani @DavidNdii @MOH_Kenya @RAbdiAnalyst #COVID19 #coronavi…,,,,,alyhdi;WHO;alykhansatchu;RiazGilani;DavidNdii;MOH_Kenya;RAbdiAnalyst,1323296256433643520,0,0,0,0,1.3232960400329155e+18
71728,2020-11-02 16:26:28,CoronaUpdateBot,True,False,RT @Telegraph: The graphs shown at a press conference on Saturday were out of date and alarmist #coronavirus #COVID19   More here: https://…,,,,coronavirus;COVID19,,1323300452973207557,0,0,0,0,1.3233004296320983e+18
72023,2020-11-02 16:30:05,CoronaUpdateBot,True,False,"RT @PDChina: An algorithm developed in the US has correctly identified people with #Covid19 only by the sound of their coughs. In tests, it…",,,,,,1323301365645369344,0,0,0,0,1.3233013426104443e+18
72480,2020-11-02 16:35:53,CoronaUpdateBot,True,False,"RT @itvnews: UK Covid-19 death toll increases by 136 and coronavirus cases rise by 18,950 https://t.co/7M5LM8PMqQ",,,,,,1323302824965332992,0,0,0,0,1.3233028021317018e+18
72945,2020-11-02 16:41:38,CoronaUpdateBot,True,False,RT @IrishTimes: Covid-19 and carbs: How coronavirus hides and attaches to cells https://t.co/ZOsnsqsLz1,,,,,,1323304268418330625,0,0,0,0,1.3233042457774572e+18
75495,2020-11-02 15:01:36,CoronaUpdateBot,True,False,RT @CTVNews: What you need to know about the coronavirus outbreak: Live updates on the outbreak and cases of COVID-19 in Canada and around…,,,,,,1323279095195529216,0,0,0,0,1.323279072370266e+18
75664,2020-11-02 15:05:22,CoronaUpdateBot,True,False,"RT @SturmDaniel: Washington, November 2. #COVID19 #COVID__19 #coronavirus 🇺🇸 @welt https://t.co/NVAe9kiru8",,,,COVID19;COVID__19;coronavirus,SturmDaniel;welt,1323280043573850112,0,0,0,0,1.323279691252437e+18
75726,2020-11-02 15:06:38,CoronaUpdateBot,True,False,"RT @indiatvnews: Delhi records 4,001 coronavirus cases; death toll reaches 6,604 | via @IndiaTVNews  #Delhi #coronavirus #COVID19  https://…",,,,Delhi;coronavirus;COVID19,indiatvnews;indiatvnews,1323280361078452225,0,0,0,0,1.3232803383285924e+18
77331,2020-11-02 15:46:44,CoronaUpdateBot,True,False,"RT @ABSCBNNews: PH ON DAY 20 OF BELOW 3,000 COVID-19 CASES IN DAILY TALLY. The health department said the country recorded fewer coronaviru…",,,,,,1323290454876540929,0,0,0,0,1.3232904317156188e+18
77333,2020-11-02 15:46:50,CoronaUpdateBot,True,False,"RT @ABSCBNNews: • Singapore reported only 1 additional COVID-19 case; total recorded cases at 58,020  • Indonesia confirms 2,618 new corona…",,,,,,1323290478704422915,0,0,0,0,1.323290455937708e+18
80809,2020-11-02 16:09:47,CoronaUpdateBot,True,False,RT @alyhdi: Bird flu outbreak confirmed at Kent farm @WHO @alykhansatchu @RiazGilani @DavidNdii @MOH_Kenya @RAbdiAnalyst #COVID19 #coronavi…,,,,,alyhdi;WHO;alykhansatchu;RiazGilani;DavidNdii;MOH_Kenya;RAbdiAnalyst,1323296256433643520,0,0,0,0,1.3232960400329155e+18
82478,2020-11-02 16:26:28,CoronaUpdateBot,True,False,RT @Telegraph: The graphs shown at a press conference on Saturday were out of date and alarmist #coronavirus #COVID19   More here: https://…,,,,coronavirus;COVID19,,1323300452973207557,0,0,0,0,1.3233004296320983e+18
82773,2020-11-02 16:30:05,CoronaUpdateBot,True,False,"RT @PDChina: An algorithm developed in the US has correctly identified people with #Covid19 only by the sound of their coughs. In tests, it…",,,,,,1323301365645369344,0,0,0,0,1.3233013426104443e+18
83230,2020-11-02 16:35:53,CoronaUpdateBot,True,False,"RT @itvnews: UK Covid-19 death toll increases by 136 and coronavirus cases rise by 18,950 https://t.co/7M5LM8PMqQ",,,,,,1323302824965332992,0,0,0,0,1.3233028021317018e+18
83695,2020-11-02 16:41:38,CoronaUpdateBot,True,False,RT @IrishTimes: Covid-19 and carbs: How coronavirus hides and attaches to cells https://t.co/ZOsnsqsLz1,,,,,,1323304268418330625,0,0,0,0,1.3233042457774572e+18
86245,2020-11-02 15:01:36,CoronaUpdateBot,True,False,RT @CTVNews: What you need to know about the coronavirus outbreak: Live updates on the outbreak and cases of COVID-19 in Canada and around…,,,,,,1323279095195529216,0,0,0,0,1.323279072370266e+18
86414,2020-11-02 15:05:22,CoronaUpdateBot,True,False,"RT @SturmDaniel: Washington, November 2. #COVID19 #COVID__19 #coronavirus 🇺🇸 @welt https://t.co/NVAe9kiru8",,,,COVID19;COVID__19;coronavirus,SturmDaniel;welt,1323280043573850112,0,0,0,0,1.323279691252437e+18
86476,2020-11-02 15:06:38,CoronaUpdateBot,True,False,"RT @indiatvnews: Delhi records 4,001 coronavirus cases; death toll reaches 6,604 | via @IndiaTVNews  #Delhi #coronavirus #COVID19  https://…",,,,Delhi;coronavirus;COVID19,indiatvnews;indiatvnews,1323280361078452225,0,0,0,0,1.3232803383285924e+18
88081,2020-11-02 15:46:44,CoronaUpdateBot,True,False,"RT @ABSCBNNews: PH ON DAY 20 OF BELOW 3,000 COVID-19 CASES IN DAILY TALLY. The health department said the country recorded fewer coronaviru…",,,,,,1323290454876540929,0,0,0,0,1.3232904317156188e+18
88083,2020-11-02 15:46:50,CoronaUpdateBot,True,False,"RT @ABSCBNNews: • Singapore reported only 1 additional COVID-19 case; total recorded cases at 58,020  • Indonesia confirms 2,618 new corona…",,,,,,1323290478704422915,0,0,0,0,1.323290455937708e+18
91559,2020-11-02 16:09:47,CoronaUpdateBot,True,False,RT @alyhdi: Bird flu outbreak confirmed at Kent farm @WHO @alykhansatchu @RiazGilani @DavidNdii @MOH_Kenya @RAbdiAnalyst #COVID19 #coronavi…,,,,,alyhdi;WHO;alykhansatchu;RiazGilani;DavidNdii;MOH_Kenya;RAbdiAnalyst,1323296256433643520,0,0,0,0,1.3232960400329155e+18
93228,2020-11-02 16:26:28,CoronaUpdateBot,True,False,RT @Telegraph: The graphs shown at a press conference on Saturday were out of date and alarmist #coronavirus #COVID19   More here: https://…,,,,coronavirus;COVID19,,1323300452973207557,0,0,0,0,1.3233004296320983e+18
93523,2020-11-02 16:30:05,CoronaUpdateBot,True,False,"RT @PDChina: An algorithm developed in the US has correctly identified people with #Covid19 only by the sound of their coughs. In tests, it…",,,,,,1323301365645369344,0,0,0,0,1.3233013426104443e+18
93980,2020-11-02 16:35:53,CoronaUpdateBot,True,False,"RT @itvnews: UK Covid-19 death toll increases by 136 and coronavirus cases rise by 18,950 https://t.co/7M5LM8PMqQ",,,,,,1323302824965332992,0,0,0,0,1.3233028021317018e+18
94445,2020-11-02 16:41:38,CoronaUpdateBot,True,False,RT @IrishTimes: Covid-19 and carbs: How coronavirus hides and attaches to cells https://t.co/ZOsnsqsLz1,,,,,,1323304268418330625,0,0,0,0,1.3233042457774572e+18
10168,2020-11-02 16:10:47,CountryOverPar5,True,True,"RT @RepDonBeyer: This was a lie. They knew it wasn't going to happen and they said it anyways, as they have done from the beginning of the…",Chief of Staff Mark Meadows says WH aiming to have 100 million doses of Coronavirus vaccine ready to go by end of October. Says goal is to make the the most vulnerable and highest risk people are vaccinated in that first group. Says up to 300 million doses would be ready in Jan. https://t.co/7YHttsd5au,,,,,1323296507634864128,0,0,0,0,1.3232869408971284e+18
20918,2020-11-02 16:10:47,CountryOverPar5,True,True,"RT @RepDonBeyer: This was a lie. They knew it wasn't going to happen and they said it anyways, as they have done from the beginning of the…",Chief of Staff Mark Meadows says WH aiming to have 100 million doses of Coronavirus vaccine ready to go by end of October. Says goal is to make the the most vulnerable and highest risk people are vaccinated in that first group. Says up to 300 million doses would be ready in Jan. https://t.co/7YHttsd5au,,,,,1323296507634864128,0,0,0,0,1.3232869408971284e+18
31668,2020-11-02 16:10:47,CountryOverPar5,True,True,"RT @RepDonBeyer: This was a lie. They knew it wasn't going to happen and they said it anyways, as they have done from the beginning of the…",Chief of Staff Mark Meadows says WH aiming to have 100 million doses of Coronavirus vaccine ready to go by end of October. Says goal is to make the the most vulnerable and highest risk people are vaccinated in that first group. Says up to 300 million doses would be ready in Jan. https://t.co/7YHttsd5au,,,,,1323296507634864128,0,0,0,0,1.3232869408971284e+18
42418,2020-11-02 16:10:47,CountryOverPar5,True,True,"RT @RepDonBeyer: This was a lie. They knew it wasn't going to happen and they said it anyways, as they have done from the beginning of the…",Chief of Staff Mark Meadows says WH aiming to have 100 million doses of Coronavirus vaccine ready to go by end of October. Says goal is to make the the most vulnerable and highest risk people are vaccinated in that first group. Says up to 300 million doses would be ready in Jan. https://t.co/7YHttsd5au,,,,,1323296507634864128,0,0,0,0,1.3232869408971284e+18
53168,2020-11-02 16:10:47,CountryOverPar5,True,True,"RT @RepDonBeyer: This was a lie. They knew it wasn't going to happen and they said it anyways, as they have done from the beginning of the…",Chief of Staff Mark Meadows says WH aiming to have 100 million doses of Coronavirus vaccine ready to go by end of October. Says goal is to make the the most vulnerable and highest risk people are vaccinated in that first group. Says up to 300 million doses would be ready in Jan. https://t.co/7YHttsd5au,,,,,1323296507634864128,0,0,0,0,1.3232869408971284e+18
63918,2020-11-02 16:10:47,CountryOverPar5,True,True,"RT @RepDonBeyer: This was a lie. They knew it wasn't going to happen and they said it anyways, as they have done from the beginning of the…",Chief of Staff Mark Meadows says WH aiming to have 100 million doses of Coronavirus vaccine ready to go by end of October. Says goal is to make the the most vulnerable and highest risk people are vaccinated in that first group. Says up to 300 million doses would be ready in Jan. https://t.co/7YHttsd5au,,,,,1323296507634864128,0,0,0,0,1.3232869408971284e+18
74668,2020-11-02 16:10:47,CountryOverPar5,True,True,"RT @RepDonBeyer: This was a lie. They knew it wasn't going to happen and they said it anyways, as they have done from the beginning of the…",Chief of Staff Mark Meadows says WH aiming to have 100 million doses of Coronavirus vaccine ready to go by end of October. Says goal is to make the the most vulnerable and highest risk people are vaccinated in that first group. Says up to 300 million doses would be ready in Jan. https://t.co/7YHttsd5au,,,,,1323296507634864128,0,0,0,0,1.3232869408971284e+18
85418,2020-11-02 16:10:47,CountryOverPar5,True,True,"RT @RepDonBeyer: This was a lie. They knew it wasn't going to happen and they said it anyways, as they have done from the beginning of the…",Chief of Staff Mark Meadows says WH aiming to have 100 million doses of Coronavirus vaccine ready to go by end of October. Says goal is to make the the most vulnerable and highest risk people are vaccinated in that first group. Says up to 300 million doses would be ready in Jan. https://t.co/7YHttsd5au,,,,,1323296507634864128,0,0,0,0,1.3232869408971284e+18
96168,2020-11-02 16:10:47,CountryOverPar5,True,True,"RT @RepDonBeyer: This was a lie. They knew it wasn't going to happen and they said it anyways, as they have done from the beginning of the…",Chief of Staff Mark Meadows says WH aiming to have 100 million doses of Coronavirus vaccine ready to go by end of October. Says goal is to make the the most vulnerable and highest risk people are vaccinated in that first group. Says up to 300 million doses would be ready in Jan. https://t.co/7YHttsd5au,,,,,1323296507634864128,0,0,0,0,1.3232869408971284e+18
5583,2020-11-02 16:10:01,CovfefeTwaffle,True,False,RT @JoeBiden: This is my commitment to you: We will make sure every American has access to a free and safe COVID-19 vaccine.,,,,,,1323296313832738817,0,0,0,0,1.3232912756137574e+18
16333,2020-11-02 16:10:01,CovfefeTwaffle,True,False,RT @JoeBiden: This is my commitment to you: We will make sure every American has access to a free and safe COVID-19 vaccine.,,,,,,1323296313832738817,0,0,0,0,1.3232912756137574e+18
27083,2020-11-02 16:10:01,CovfefeTwaffle,True,False,RT @JoeBiden: This is my commitment to you: We will make sure every American has access to a free and safe COVID-19 vaccine.,,,,,,1323296313832738817,0,0,0,0,1.3232912756137574e+18
