,index,Unnamed: 0,date,user,is_retweet,is_quote,text,quoted_text,lat,long,hts,mentions,                    tweet_id,likes,retweets,replies,quote_count,original_tweet_id
258,2330,119116,2020-11-02 16:42:04,JB_SaveUSPS,True,False,RT @BernieSanders: Fire Trump. Keep Fauci. Wear a mask. End the war on science. VOTE! VOTE! VOTE!,,,,,,1323304379466846210,0,0,0,0,1.323304088143016e+18
259,2339,121447,2020-11-02 15:43:24,JJHennie1,False,True,Mask up!  Keep your distance!  wash your hands!  preCOVID We all should have been washing hands.. didn’t want your germs y’all gross 🤮   During COVID your germs could kill... so still don’t want your germs 🦠 and still 🤮   WASH your hands 🙌  if you can’t then use sanitizer!,"If you are organizing a small gathering or event, take precautions to prevent the spread of #COVID19 among guests.  Provide all necessary supplies: ⚪️ hand sanitizer or soap and water ⚪️ tissues ⚪️ closed-lid bins ⚪️ distance markers ⚪️ masks https://t.co/Rhap4SlWfC",,,,,1323289617085333504,0,0,0,0,
260,2348,124105,2020-11-02 16:41:49,JSABuilder,False,True,https://t.co/12EKmPg7zz #HealthAndSafety #COVID19 #Coronavirus #ScienceMatters,"New #COVID19 cases are increasing nationwide, but incidence varies across age groups. COVID-19 incidence remains highest among people ages 18-24. Do your part to slow the spread: Wear a mask, wash your hands, and stay 6 feet apart. Learn more: https://t.co/4Od7BDY3Y1 https://t.co/2pC9Z651sa",,,HealthAndSafety;COVID19;Coronavirus;ScienceMatters,,1323304315943936000,0,0,0,0,
261,2357,120514,2020-11-02 15:22:27,Ja74304844Rahul,True,True,RT @Niteshagrawal0: Arrangement ho to aisa.. Yha to #corona bi jane se pehle sochega... #COVID19 free centre #thanks_icai @atulguptagst @ca…,#icaiexam #ICAI_DENIES_EQUALITY #ICAI_DENIES_JUSTICE  yha toh corona k bina bhi mask lgaana pdega 😂😂,,,corona;COVID19;thanks_icai,Niteshagrawal0;atulguptagst,1323284343045828608,0,0,0,0,1.3232571051727667e+18
262,2374,123424,2020-11-02 16:27:10,JackRayher,False,True,Shameful,"An insane amount of disinformation!  Videos manipulated to make it seem Biden said he was in the wrong state, Eric Trump falsely claiming ballots are being sent pre-filled for Joe Biden, Ric Grenell pushing false claims Biden doesn't wear a mask on a plane using a 2019 photo.",,,,,1323300628303663104,0,0,0,0,
263,2375,123789,2020-11-02 16:34:40,JackRayher,True,True,RT @gregpmiller: Just the former U.S. director of national intelligence spreading disinformation on eve of an election. (The photo is from…,"Washington, DC phony!  @JoeBiden doesn’t wear a mask on a plane - but wears one OUTSIDE!? https://t.co/7q0LG09bOq",,,,,1323302515123884042,0,0,0,0,1.3232710584562565e+18
264,2384,114294,2020-11-02 15:42:51,JacksonR08,False,False,"@USAmbUK Wearing a mask now is political in the US.  How’s that for human rights?  We can’t even listen to the public health experts within the Trump administration.  If Trump said to wear a mask from the beginning, we all would’ve been better off.",,,,,,1323289478975365120,0,0,0,0,
265,2393,118071,2020-11-02 16:32:50,JakeTimmerman1,False,False,"@SarcasmAndBeer Why's that? You're excusing preventable death because in some age groups it's 1%? 1 percent of 1 million is 10,000. Is it okay for 10,000 people to die? Especially when the solution is to wear a mask in public and distance 6 ft from people?",,,,,,1323302057470763008,0,0,0,0,
266,2418,110998,2020-11-02 15:03:33,JamieON94964661,True,False,"RT @DrEricDing: Let me be clear:  📍#COVID19 is airborne.   📍Airborne viruses require masks.   📍Masks work. Premium masks (surgical, KN95, K…",,,,,,1323279585639833602,0,0,0,0,1.323060676559065e+18
267,2419,111637,2020-11-02 15:11:30,JamieON94964661,True,True,RT @ruthbenghiat: This maskless Biden shot is from 2019. Propagandists like @RichardGrenell and his master @realDonaldTrump are too weak to…,"Washington, DC phony!  @JoeBiden doesn’t wear a mask on a plane - but wears one OUTSIDE!? https://t.co/7q0LG09bOq",,,,ruthbenghiat;RichardGrenell;realDonaldTrump,1323281587728011264,0,0,0,0,1.3232747785103155e+18
268,2420,122343,2020-11-02 16:01:22,JamieON94964661,True,True,RT @gregpmiller: Just the former U.S. director of national intelligence spreading disinformation on eve of an election. (The photo is from…,"Washington, DC phony!  @JoeBiden doesn’t wear a mask on a plane - but wears one OUTSIDE!? https://t.co/7q0LG09bOq",,,,,1323294137488154625,0,0,0,0,1.3232710584562565e+18
269,2429,118197,2020-11-02 16:34:33,Janaia_Clarke,False,False,"Let us say they get covid under control somewhat in 2022 without a vaccine produced and they indicate we could have parties but it’s mandatory you have to wear a mask, allyuh risking it still?",,,,,,1323302487412060160,0,0,0,0,
270,2446,112715,2020-11-02 15:25:00,JerryDHanley,True,False,RT @JaniceDean: If you’re going to preach every night on your cable news show about wearing masks and how masks save lives and how people w…,,,,,,1323284984547827712,0,0,0,0,1.3230001409118085e+18
271,2447,115147,2020-11-02 15:54:05,JerryDHanley,True,True,RT @marklevinshow: Biden wears a mask outside but not on a plane. Fraud.,"Washington, DC phony!  @JoeBiden doesn’t wear a mask on a plane - but wears one OUTSIDE!? https://t.co/7q0LG09bOq",,,,,1323292304954679298,0,0,0,0,1.3230554212429537e+18
272,2456,120270,2020-11-02 15:16:12,Jersey_Craig,True,True,RT @gregpmiller: Just the former U.S. director of national intelligence spreading disinformation on eve of an election. (The photo is from…,"Washington, DC phony!  @JoeBiden doesn’t wear a mask on a plane - but wears one OUTSIDE!? https://t.co/7q0LG09bOq",,,,,1323282770068676619,0,0,0,0,1.3232710584562565e+18
273,2465,116234,2020-11-02 16:08:21,Jesusis53688620,False,False,"If I was told to wear a mask and it was because of protection, real health concerns..I would. But it is evident by the fact that they don’t care if you cover your face with underwear, that it’s not. It’s part of a pagan ritual..so no.",,,,,,1323295894486265858,0,0,0,0,
274,2474,119923,2020-11-02 15:04:11,JforDemocracy,True,True,RT @gregpmiller: Just the former U.S. director of national intelligence spreading disinformation on eve of an election. (The photo is from…,"Washington, DC phony!  @JoeBiden doesn’t wear a mask on a plane - but wears one OUTSIDE!? https://t.co/7q0LG09bOq",,,,,1323279747493842946,0,0,0,0,1.3232710584562565e+18
275,2483,114692,2020-11-02 15:47:39,JimStok68012050,True,False,RT @Cleavon_MD: My stepfather died alone of COVID-19 as Donald Trump throws unmasked rallies https://t.co/umaqc0tTy2,,,,,,1323290686301577217,0,0,0,0,1.3231822310623724e+18
276,2500,117726,2020-11-02 16:28:37,JimsTwitAct,False,False,@karen_ruud @OffCyndisc @DanScavino Lol.    Science said mask do not work (before coronavirus). Changed after. Science said HCQ works. Science said don't put Covid-19 in nursing homes.   People who watch CNN to get talking points and/or only read the headlines... Read for yourself.  https://t.co/GtobdXGzRK https://t.co/jjJeqGkoGm,,,,,karen_ruud;OffCyndisc;DanScavino,1323300995091304449,0,0,0,0,
277,2501,117747,2020-11-02 16:28:47,JimsTwitAct,True,False,RT @JimsTwitAct: @karen_ruud @OffCyndisc @DanScavino Lol.    Science said mask do not work (before coronavirus). Changed after. Science sai…,,,,,JimsTwitAct;karen_ruud;OffCyndisc;DanScavino,1323301035679633409,0,0,0,0,1.3233009950913044e+18
278,2510,118821,2020-11-02 16:41:27,Jlarlat1,True,False,RT @BernieSanders: Fire Trump. Keep Fauci. Wear a mask. End the war on science. VOTE! VOTE! VOTE!,,,,,,1323304224608968705,0,0,0,0,1.323304088143016e+18
279,2535,114015,2020-11-02 15:39:20,Jo2Jim1978,True,False,"RT @RichardGrenell: Washington, DC phony!  @JoeBiden doesn’t wear a mask on a plane - but wears one OUTSIDE!? https://t.co/7q0LG09bOq",,,,,RichardGrenell;JoeBiden,1323288592479825927,0,0,0,0,1.3230210947737887e+18
280,2536,121176,2020-11-02 15:39:11,Jo2Jim1978,True,True,RT @JohnJHarwood: what’s phony here is @RichardGrenell misrepresenting a photo of Biden from 2019,"Washington, DC phony!  @JoeBiden doesn’t wear a mask on a plane - but wears one OUTSIDE!? https://t.co/7q0LG09bOq",,,,JohnJHarwood;RichardGrenell,1323288554064273408,0,0,0,0,1.323287997564027e+18
281,2537,123668,2020-11-02 16:31:44,Jo2Jim1978,True,True,RT @electroboyusa: URGENT!  Only a few more days to CRUSH #QAnon candidate Rich McCormick for Congress in #GA07 in Georgia!  We're ramping…,The pandemic is not over. We have to step up and look out for our communities — wear a mask to protect yourself and others. #MaskUpGA https://t.co/zh6Q5jY9bG,,,QAnon;GA07,,1323301780810248194,0,0,0,0,1.3228195665279017e+18
282,2546,121269,2020-11-02 15:40:45,JoeBra123,True,True,RT @JohnJHarwood: what’s phony here is @RichardGrenell misrepresenting a photo of Biden from 2019 https://t.co/FIssRgTNcq,"Washington, DC phony!  @JoeBiden doesn’t wear a mask on a plane - but wears one OUTSIDE!? https://t.co/7q0LG09bOq",,,,JohnJHarwood;RichardGrenell,1323288950245519362,0,0,0,0,1.323287997564027e+18
283,2555,119984,2020-11-02 15:06:19,JoeC1776,True,True,RT @SaintRPh: The head of WHO just got Covid,"@SaintRPh I wear my mask 100% of the time, and I haven't gotten it.   I did pass out a couple of times from the waterproof mask"" I made for showering though.""",,,,,1323280281458135040,0,0,0,0,1.3232750278322831e+18
284,2564,120298,2020-11-02 15:17:01,JohnAdd34585244,False,True,"#SeeSay2020 #voterintimidation #BidenHarris #BlueWave #FamiliesBelongTogether #ClimateCrisis #NetNeutrality #BlackLivesMatter #BlacksForBiden #LatinosConBiden #TurnTexasBlue Text LYFT"" to 73179 to claim your free ride* to polls(*Up to $25. While supplies last. Terms apply)""","I would like to remind you folks that Trump's rallies, which my opponent @RepTedBudd regularly attends, have resulted in spikes in COVID infections. Budd also doesn't believe in masks.   I believe in following science and public health experts regarding #COVID19, not politicians.",,,SeeSay2020;voterintimidation;BidenHarris;BlueWave;FamiliesBelongTogether;ClimateCrisis;NetNeutrality,,1323282977904840704,0,0,0,0,
285,2581,122231,2020-11-02 15:59:30,JohnRya95081680,True,True,"RT @steve_vladeck: Dear @RichardGrenell:  As anyone can see for themselves, the picture you've posted (nicely edited to crop out the captio…","Washington, DC phony!  @JoeBiden doesn’t wear a mask on a plane - but wears one OUTSIDE!? https://t.co/7q0LG09bOq",,,,steve_vladeck;RichardGrenell,1323293665146658817,0,0,0,0,1.323289309210882e+18
286,2582,123280,2020-11-02 16:24:02,JohnRya95081680,True,True,RT @gregpmiller: Just the former U.S. director of national intelligence spreading disinformation on eve of an election. (The photo is from…,"Washington, DC phony!  @JoeBiden doesn’t wear a mask on a plane - but wears one OUTSIDE!? https://t.co/7q0LG09bOq",,,,,1323299839770320897,0,0,0,0,1.3232710584562565e+18
287,2591,118426,2020-11-02 16:37:51,JohnWil73492394,True,False,"RT @RichardGrenell: Washington, DC phony!  @JoeBiden doesn’t wear a mask on a plane - but wears one OUTSIDE!? https://t.co/7q0LG09bOq",,,,,RichardGrenell;JoeBiden,1323303316449828864,0,0,0,0,1.3230210947737887e+18
288,2600,120306,2020-11-02 15:17:13,JorEl16,True,True,"RT @joelockhart: since this picture was taken in 2109, it should scare all Americans that someone that can be taken in so easily was runnin…","Washington, DC phony!  @JoeBiden doesn’t wear a mask on a plane - but wears one OUTSIDE!? https://t.co/7q0LG09bOq",,,,,1323283024881004546,0,0,0,0,1.3232723554147082e+18
289,2609,122703,2020-11-02 16:10:06,Just_NutherJoe,True,True,"RT @joelockhart: since this picture was taken in 2109, it should scare all Americans that someone that can be taken in so easily was runnin…","Washington, DC phony!  @JoeBiden doesn’t wear a mask on a plane - but wears one OUTSIDE!? https://t.co/7q0LG09bOq",,,,,1323296336326909952,0,0,0,0,1.3232723554147082e+18
290,2618,113765,2020-11-02 15:36:35,JustineRutt,True,True,RT @ParkerMolloy: Here’s Trump loyalist Richard Grenell passing off a photo from 2019 to make it seem like Biden is a hypocrite on masks.…,"Washington, DC phony!  @JoeBiden doesn’t wear a mask on a plane - but wears one OUTSIDE!? https://t.co/7q0LG09bOq",,,,,1323287899987533826,0,0,0,0,1.3232552828107162e+18
291,2627,122092,2020-11-02 15:57:06,KBMOF,True,True,"RT @steve_vladeck: Dear @RichardGrenell:  As anyone can see for themselves, the picture you've posted (nicely edited to crop out the captio…","Washington, DC phony!  @JoeBiden doesn’t wear a mask on a plane - but wears one OUTSIDE!? https://t.co/7q0LG09bOq",,,,steve_vladeck;RichardGrenell,1323293061817028609,0,0,0,0,1.323289309210882e+18
292,2636,115304,2020-11-02 15:56:15,KChakravarty,False,False,The people who need to be reminded to wear a mask at this point are not on Twitter. They're on Instagram.,,,,,,1323292849853526018,0,0,0,0,
293,2645,113787,2020-11-02 15:36:53,KLovesNature,True,False,RT @Cleavon_MD: My stepfather died alone of COVID-19 as Donald Trump throws unmasked rallies https://t.co/umaqc0tTy2,,,,,,1323287975279517696,0,0,0,0,1.3231822310623724e+18
294,2654,122800,2020-11-02 16:12:39,KarenDoe13,False,True,clearly one side cares about the REAL problems,"funny that the fears conservatives have about losing the elections is being forced to *checks notes* wear a mask, get vaccines and have regulated gun laws. meanwhile everyone else is terrified they won't be able to get married, get medical treatment or simply not be murdered.",,,,,1323296977094934533,0,0,0,0,
295,2663,121060,2020-11-02 15:37:24,Kasia_HP,False,True,"Let's prevent this, even deeper than before, disregard for #COVID19 science","Targeting of American scientists by the White House is a core piece of their larger anti-science disinformation continuum: 1) downplaying severity of #COVID19 pandemic, 2) attributing deaths to co-morbidities, 3) fake herd immunity, 4) discrediting masks https://t.co/k7mgN0dFxs",,,,,1323288105739145216,0,0,0,0,
296,2680,112458,2020-11-02 15:21:49,KatCapps,True,True,"RT @StevenTDennis: This tweet by Trump's former acting director of national intelligence, featuring a photo of a non-mask wearing Biden fro…","Washington, DC phony!  @JoeBiden doesn’t wear a mask on a plane - but wears one OUTSIDE!? https://t.co/7q0LG09bOq",,,,,1323284184484311045,0,0,0,0,1.323282344619479e+18
297,2681,120445,2020-11-02 15:20:31,KatCapps,True,True,"RT @stephjantzen: This is not normal behavior and it’s destroying the very fabric of our society. Worse, harming and marginalizing our publ…","Targeting of American scientists by the White House is a core piece of their larger anti-science disinformation continuum: 1) downplaying severity of #COVID19 pandemic, 2) attributing deaths to co-morbidities, 3) fake herd immunity, 4) discrediting masks https://t.co/k7mgN0dFxs",,,,,1323283855646683136,0,0,0,0,1.323280357710426e+18
298,2690,123134,2020-11-02 16:21:03,KelleyBostonME,True,True,RT @gregpmiller: Just the former U.S. director of national intelligence spreading disinformation on eve of an election. (The photo is from…,"Washington, DC phony!  @JoeBiden doesn’t wear a mask on a plane - but wears one OUTSIDE!? https://t.co/7q0LG09bOq",,,,,1323299090474635264,0,0,0,0,1.3232710584562565e+18
299,2699,115399,2020-11-02 15:57:32,KevinYuh,False,False,"@NFL is a microcosm of why #COVID19 is not going away. Sideline personnel, particularly coaches, not, or not, wearing masks correctly, players not wearing them at all (despite the league now urging them too) &amp; fans in the stands. Cases surge, people die, but football must go on!",,,,,,1323293173100154881,0,0,0,0,
300,2708,117181,2020-11-02 16:21:52,KingofPopTweets,False,False,"Uploaded on Feb. 11, with more extensive background of the virus and how it started. Just watch how they dealt with this virus to contain and defeat it.  Some of you can't even be bothered to wear a mask to save your own family, friends, and communities!  https://t.co/qN9MHEA40f",,,,,,1323299297392238594,0,0,0,0,
301,2717,121195,2020-11-02 15:39:28,KmicchKevin,True,True,RT @JohnJHarwood: what’s phony here is @RichardGrenell misrepresenting a photo of Biden from 2019,"Washington, DC phony!  @JoeBiden doesn’t wear a mask on a plane - but wears one OUTSIDE!? https://t.co/7q0LG09bOq",,,,JohnJHarwood;RichardGrenell,1323288627200335880,0,0,0,0,1.323287997564027e+18
302,2726,112589,2020-11-02 15:23:13,LGrancio,True,False,RT @PlattsAthletics: Protect others and yourself. Wear a mask and follow the Cardinal Pledge. Do it for all of us. #CardinalsWearMasks http…,,,,,,1323284536990597120,0,0,0,0,1.3232795893475697e+18
303,2735,113517,2020-11-02 15:33:32,LMishik,True,False,RT @Cleavon_MD: My stepfather died alone of COVID-19 as Donald Trump throws unmasked rallies https://t.co/umaqc0tTy2,,,,,,1323287130777526273,0,0,0,0,1.3231822310623724e+18
304,2744,122167,2020-11-02 15:58:32,LNightingale33,True,True,"RT @steve_vladeck: Dear @RichardGrenell:  As anyone can see for themselves, the picture you've posted (nicely edited to crop out the captio…","Washington, DC phony!  @JoeBiden doesn’t wear a mask on a plane - but wears one OUTSIDE!? https://t.co/7q0LG09bOq",,,,steve_vladeck;RichardGrenell,1323293425584631808,0,0,0,0,1.323289309210882e+18
305,2753,123493,2020-11-02 16:28:26,LOYALFAN1,True,True,"RT @stephjantzen: This is not normal behavior and it’s destroying the very fabric of our society. Worse, harming and marginalizing our publ…","Targeting of American scientists by the White House is a core piece of their larger anti-science disinformation continuum: 1) downplaying severity of #COVID19 pandemic, 2) attributing deaths to co-morbidities, 3) fake herd immunity, 4) discrediting masks https://t.co/k7mgN0dFxs",,,,,1323300950451363840,0,0,0,0,1.323280357710426e+18
306,2762,114307,2020-11-02 15:43:02,LSDmoose,True,False,RT @Cleavon_MD: My stepfather died alone of COVID-19 as Donald Trump throws unmasked rallies https://t.co/umaqc0tTy2,,,,,,1323289521950199811,0,0,0,0,1.3231822310623724e+18
307,2771,119265,2020-11-02 16:42:28,LTwitty,True,False,RT @BernieSanders: Fire Trump. Keep Fauci. Wear a mask. End the war on science. VOTE! VOTE! VOTE!,,,,,,1323304478167224320,0,0,0,0,1.323304088143016e+18
308,2780,124203,2020-11-02 16:43:01,LWitchgirl,False,True,I can't believe in mf 2020 We have to end a war on science. Ffs #VoteBlue,Fire Trump. Keep Fauci. Wear a mask. End the war on science. VOTE! VOTE! VOTE!,,,,,1323304620307918851,0,0,0,0,
309,2805,114150,2020-11-02 15:40:59,LarryBoorstein,False,False,"@avs_jd @ProjectLincoln The United States has 85 TIMES the COVID-19 cases of China.  South Korea, Japan and Vietnam also contained the epidemic.  The US failed because its political leaders didn't act and because top US Government disease experts and health officials called it wrong and opposed masks.",,,,,avs_jd;ProjectLincoln,1323289007195914240,0,0,0,0,
310,2806,115000,2020-11-02 15:51:34,LarryBoorstein,False,False,@avs_jd @ProjectLincoln The update on masks was Apr 8.  By then the number of COVID-19 cases had increased 709-fold.  Too little too late.  That's the story of the US epidemic response.,,,,,avs_jd;ProjectLincoln,1323291671392649223,0,0,0,0,
311,2807,117503,2020-11-02 16:26:00,LarryBoorstein,False,False,"@collcher2 @ProjectLincoln There was an ample supply of homemade masks, which were recommended in the end.  Because people trusted Dr Fauci and the Surgeon General, they didn't wear masks.  During the period, COVID-19 cases multiplied 709 times, a lot of illness and death and worse shortages of PPE.",,,,,collcher2;ProjectLincoln,1323300334886932481,0,0,0,0,
312,2816,110782,2020-11-02 15:01:01,Liberty2Bfree,True,False,RT @thomaskaine5: Florida stronghold of elderly Trump voters sees COVID-19 infection spike days after hosting campaign rally https://t.co/b…,,,,,,1323278949049278465,0,0,0,0,1.3232766427189862e+18
313,2825,118304,2020-11-02 16:36:05,Libra264,True,False,"RT @Patrykia: @JoeBiden Wear a mask! To protect ourselves &amp; others continue to practice everyday prevention. Wash your hands often, avoid c…",,,,,Patrykia;JoeBiden,1323302873317388289,0,0,0,0,1.322952949111378e+18
314,2834,113215,2020-11-02 15:29:47,LilRedRunning,False,False,https://t.co/xQr4xWr6iM  This is why you should wear a mask. Everyone should wear a mask. #maskup #covid19 #coronavirus @nytimes,,,,maskup;covid19;coronavirus,,1323286188699066369,0,0,0,0,
315,2843,124037,2020-11-02 16:40:02,Lilacsinblosso1,True,True,RT @daralynn13: Nobody could have seen this coming,A #Florida retirement community that’s loaded w elderly #Trump supporters is seeing spike of new #COVID-19 infections less than two weeks after hosting one of Trump’s mask-less campaign rallies #VoteHimOut #VoteBlue   https://t.co/O01eYfc8QC,,,,,1323303865773641729,0,0,0,0,1.3232989358935368e+18
316,2860,115391,2020-11-02 15:57:21,Linda39125805,False,True,#masksOffAmerica unless you are sick!   #NOManditoryVaccines  #COVID19,Health Expert: Mask Wearing Will Remain Mandatory Even After A COVID Vaccine https://t.co/Ofd9MMPB43,,,masksOffAmerica;NOManditoryVaccines;COVID19,,1323293126799302660,0,0,0,0,
317,2861,115652,2020-11-02 16:00:54,Linda39125805,True,True,RT @Linda39125805: #masksOffAmerica unless you are sick!   #NOManditoryVaccines  #COVID19 https://t.co/BXHKM3dMeo,Health Expert: Mask Wearing Will Remain Mandatory Even After A COVID Vaccine https://t.co/Ofd9MMPB43,,,masksOffAmerica;NOManditoryVaccines;COVID19,,1323294020433530880,0,0,0,0,1.323293126799303e+18
318,2870,111698,2020-11-02 15:12:15,LionsOmega,False,False,@TexasDFPS I’d rather take my chances with a 99.6% survivability rate. Stop the shutdowns. Expecting masks to “slow down” coronavirus is like expecting a chain link fence to stop sand being thrown at it. Your “cure” is worse than the disease. @GovAbbott https://t.co/I7v68FVdoq,,,,,,1323281775527940096,0,0,0,0,
319,2879,115257,2020-11-02 15:55:43,LizzyClassical,True,False,RT @RichardGrenell: Why did the same 4 people wear a mask tonight when they didn’t wear a mask last night? https://t.co/VK8TlOKRco,,,,,,1323292715673595908,0,0,0,0,1.2966534868225802e+18
320,2888,114904,2020-11-02 15:50:27,LorraineJDion,True,False,RT @thomaskaine5: Fauci says Americans are 'in for a whole lot of hurt' with the COVID-19 surge https://t.co/EzDGj4tIv4,,,,,,1323291390483353600,0,0,0,0,1.3232209097008824e+18
321,2897,112638,2020-11-02 15:23:56,LouLachat,True,False,RT @Cleavon_MD: My stepfather died alone of COVID-19 as Donald Trump throws unmasked rallies https://t.co/umaqc0tTy2,,,,,,1323284716246609924,0,0,0,0,1.3231822310623724e+18
322,2906,123172,2020-11-02 16:22:11,LoveToHikeUT,True,True,RT @gregpmiller: Just the former U.S. director of national intelligence spreading disinformation on eve of an election. (The photo is from…,"Washington, DC phony!  @JoeBiden doesn’t wear a mask on a plane - but wears one OUTSIDE!? https://t.co/7q0LG09bOq",,,,,1323299374466764800,0,0,0,0,1.3232710584562565e+18
323,2923,115236,2020-11-02 15:55:25,LynAnn2,True,False,RT @Cleavon_MD: My stepfather died alone of COVID-19 as Donald Trump throws unmasked rallies https://t.co/umaqc0tTy2,,,,,,1323292637424721920,0,0,0,0,1.3231822310623724e+18
324,2924,119305,2020-11-02 16:42:32,LynAnn2,True,False,RT @BernieSanders: Fire Trump. Keep Fauci. Wear a mask. End the war on science. VOTE! VOTE! VOTE!,,,,,,1323304498664738817,0,0,0,0,1.323304088143016e+18
325,2933,122874,2020-11-02 16:14:48,Lyndajo23904339,True,True,"RT @steve_vladeck: Dear @RichardGrenell:  As anyone can see for themselves, the picture you've posted (nicely edited to crop out the captio…","Washington, DC phony!  @JoeBiden doesn’t wear a mask on a plane - but wears one OUTSIDE!? https://t.co/7q0LG09bOq",,,,steve_vladeck;RichardGrenell,1323297517291884553,0,0,0,0,1.323289309210882e+18
326,2942,115307,2020-11-02 15:56:18,MBaldwin03,True,False,RT @kirstiealley: Millions of people have gotten Covid 19... many wore masks and still got it. Many didn’t and still got it. When you decid…,,,,,,1323292861702561794,0,0,0,0,1.3204072816039365e+18
327,2951,122635,2020-11-02 16:08:21,MFB38000197,True,True,"RT @joelockhart: since this picture was taken in 2109, it should scare all Americans that someone that can be taken in so easily was runnin…","Washington, DC phony!  @JoeBiden doesn’t wear a mask on a plane - but wears one OUTSIDE!? https://t.co/7q0LG09bOq",,,,,1323295894104662019,0,0,0,0,1.3232723554147082e+18
328,2960,120781,2020-11-02 15:30:13,MNBonnie,True,True,RT @gregpmiller: Just the former U.S. director of national intelligence spreading disinformation on eve of an election. (The photo is from…,"Washington, DC phony!  @JoeBiden doesn’t wear a mask on a plane - but wears one OUTSIDE!? https://t.co/7q0LG09bOq",,,,,1323286296178184192,0,0,0,0,1.3232710584562565e+18
329,2969,116419,2020-11-02 16:11:10,MW_Seniors,False,True,"Attention #yegseniors, especially those who live in #yegdt: @yegmealsonwheel has disposable masks available for pick-up. #yeg",Are you a senior or know a senior in need of disposable masks? Come on down to our facility to pick up a free package of 10 disposable masks! Please review the pickup instructions listed prior to visiting our facility.  #mask #covid19 #pandemic #PPE #facemask #safety #coronavirus https://t.co/DnG0aAyLq5,,,yegseniors;yegdt,,1323296601574572032,0,0,0,0,
330,2986,122942,2020-11-02 16:16:14,M_M_Harden,False,True,Liar. This photo is from 2019.,"Washington, DC phony!  @JoeBiden doesn’t wear a mask on a plane - but wears one OUTSIDE!? https://t.co/7q0LG09bOq",,,,,1323297879331540993,0,0,0,0,
331,2987,122951,2020-11-02 16:16:23,M_M_Harden,True,True,RT @JohnJHarwood: what’s phony here is @RichardGrenell misrepresenting a photo of Biden from 2019,"Washington, DC phony!  @JoeBiden doesn’t wear a mask on a plane - but wears one OUTSIDE!? https://t.co/7q0LG09bOq",,,,JohnJHarwood;RichardGrenell,1323297914559492096,0,0,0,0,1.323287997564027e+18
332,2996,112579,2020-11-02 15:23:03,MarciS94518,True,True,"RT @StevenTDennis: This tweet by Trump's former acting director of national intelligence, featuring a photo of a non-mask wearing Biden fro…","Washington, DC phony!  @JoeBiden doesn’t wear a mask on a plane - but wears one OUTSIDE!? https://t.co/7q0LG09bOq",,,,,1323284495684939777,0,0,0,0,1.323282344619479e+18
333,3005,116400,2020-11-02 16:10:42,Marco73838565,True,False,"RT @TruthsOverTrump: Texas prematurely ended its #StayAtHome order &amp; waited too long to mandate masks. The coronavirus spiked, hospitals hi…",,,,,,1323296486143176704,0,0,0,0,1.2880878917936456e+18
334,3014,116964,2020-11-02 16:18:55,Marie98172915,False,False,"@realDonaldTrump Fauci says we will be wearing masks for the whole of 2021 even after a vaccine!  Fire him, please! https://t.co/TqoYTui9M1",,,,,,1323298554610409474,0,0,0,0,
335,3023,110660,2020-11-02 14:59:39,MarkReady47,False,False,"@jackieneve @wearerofmasks @ShuchiOSullivan @GMB No it isn’t. No more than a cold:  Covid-19 is not a unique disease, and does not appear to have a noticeably higher mortality rate than the so called “common cold”.  https://t.co/CNJPw5ypDQ",,,,,jackieneve;wearerofmasks;ShuchiOSullivan;GMB,1323278603614932992,0,0,0,0,
336,3040,112049,2020-11-02 15:16:33,MarshaSnodgras7,True,False,"RT @MoDemParty: While @GovParsonMO has said he's leaving it up to local governments to make the decision to mandate masks, @MikeParson toda…",,,,,MoDemParty;GovParsonMO;mikeparson,1323282858593513474,0,0,0,0,1.3214931682826527e+18
337,3041,119423,2020-11-02 16:42:48,MarshaSnodgras7,True,False,RT @BernieSanders: Fire Trump. Keep Fauci. Wear a mask. End the war on science. VOTE! VOTE! VOTE!,,,,,,1323304565886734337,0,0,0,0,1.323304088143016e+18
338,3050,111711,2020-11-02 15:12:21,MartinG8177,True,False,"RT @LEAD_Coalition: Nursing homes cite shortages of masks, gloves, gowns and other PPE https://t.co/dnbBm7alWP  #COVID19 #coronavirus #Alzh…",,,,COVID19;coronavirus,,1323281801926840322,0,0,0,0,1.323256546734842e+18
339,3059,117926,2020-11-02 16:31:00,MartinOverend,False,True,Looks straightforward to me. In other words wear a f**king mask! 😷,German doctors are sending this around on Twitter. #coronavirus #Covid_19 https://t.co/1npMYrHeZi,,,,,1323301593236885504,0,0,0,0,
340,3084,112998,2020-11-02 15:27:43,MaryBethMegan1,True,False,"RT @staceychassc: @MedicVet68 Trumpers won't wear a mask but are happy to support law and order"" aka living in a police state. Idiots. Eve…""",,,,,staceychassc;MedicVet68,1323285668190162944,0,0,0,0,1.323282590594437e+18
341,3085,120285,2020-11-02 15:16:37,MaryBethMegan1,False,True,At least 700 souls have died for trump’s ego. And that’s just the last few weeks.,"I would like to remind you folks that Trump's rallies, which my opponent @RepTedBudd regularly attends, have resulted in spikes in COVID infections. Budd also doesn't believe in masks.   I believe in following science and public health experts regarding #COVID19, not politicians.",,,,,1323282877036060676,0,0,0,0,
